fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA009011,19 Jul 26,1,Kooyong,Lauriston,7,3,3,3,,,28,21,Completed,
UA009012,19 Jul 26,1,Coatesville,Victory Park,2,8,2,4,,,26,30,Completed,
UA009013,19 Jul 26,1,BLTC,Kings Park,9,1,5,1,,,32,18,Completed,
UA009014,19 Jul 26,1,Beaumaris CC,St James,7,3,3,3,,,26,24,Completed,
UA009021,26 Jul 26,2,St James,Kooyong,1,9,1,5,,,17,33,Completed,
UA009022,26 Jul 26,2,Lauriston,Coatesville,8,2,4,2,,,28,25,Completed,
UA009023,26 Jul 26,2,Victory Park,BLTC,9,1,5,1,,,36,20,Completed,
UA009024,26 Jul 26,2,Kings Park,Beaumaris CC,9,1,5,1,,,31,18,Completed,
UA009031,2 Aug 26,3,Kooyong,Kings Park,10,0,6,0,,,37,15,Completed,
UA009032,2 Aug 26,3,Coatesville,St James,9,1,5,1,,,33,16,Completed,
UA009033,2 Aug 26,3,BLTC,Lauriston,2,8,2,4,,,18,25,Completed,
UA009034,2 Aug 26,3,Beaumaris CC,Victory Park,0,10,0,6,,,12,37,Completed,
UA009041,9 Aug 26,4,Victory Park,Kooyong,7,3,3,3,,,28,27,Completed,
UA009042,9 Aug 26,4,Kings Park,Coatesville,8,2,4,2,,,33,27,Completed,
UA009044,9 Aug 26,4,Lauriston,Beaumaris CC,5,5,3,3,,,24,24,Completed,
pending-ua009-r4-st-james-bltc,9 Aug 26,4,St James,BLTC,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA009051,16 Aug 26,5,BLTC,Beaumaris CC,9,1,5,1,,,37,21,Completed,
UA009052,16 Aug 26,5,St James,Kings Park,2,8,2,4,,,18,27,Completed,
UA009053,16 Aug 26,5,Victory Park,Lauriston,7,3,3,3,,,29,24,Completed,
UA009054,16 Aug 26,5,Kooyong,Coatesville,3,7,3,3,,,25,30,Completed,
UA009061,23 Aug 26,6,Coatesville,BLTC,3,7,3,3,,,27,28,Completed,
UA009062,23 Aug 26,6,Beaumaris CC,Kooyong,0,10,0,6,,,11,36,Completed,
UA009063,23 Aug 26,6,Kings Park,Victory Park,1,9,1,5,,,23,35,Completed,
UA009064,23 Aug 26,6,Lauriston,St James,9,1,5,1,,,31,20,Completed,
UA009071,30 Aug 26,7,Kooyong,BLTC,3,7,3,3,,,29,30,Completed,
UA009072,30 Aug 26,7,Coatesville,Beaumaris CC,9,1,5,1,,,32,14,Completed,
UA009073,30 Aug 26,7,St James,Victory Park,0,10,0,6,,,15,37,Completed,
UA009074,30 Aug 26,7,Kings Park,Lauriston,2,8,2,4,,,30,29,Completed,
UA009081,6 Sep 26,8,Lauriston,Kooyong,2,8,2,4,,,18,30,Completed,
UA009082,6 Sep 26,8,Victory Park,Coatesville,7,3,3,3,,,29,28,Completed,
UA009083,6 Sep 26,8,Kings Park,BLTC,8,2,4,2,,,30,24,Completed,
UA009084,6 Sep 26,8,St James,Beaumaris CC,8,2,4,2,,,33,25,Completed,
UA009091,13 Sep 26,9,Kooyong,St James,10,0,6,0,,,37,14,Completed,
UA009093,13 Sep 26,9,BLTC,Victory Park,2,8,2,4,,,18,31,Completed,
UA009094,13 Sep 26,9,Beaumaris CC,Kings Park,3,7,3,3,,,24,26,Completed,
pending-ua009-r9-coatesville-lauriston,13 Sep 26,9,Coatesville,Lauriston,,,,,,,,,Missing Result,No individual scorecard / no rubbers recorded
