fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
AA009011,18 Jul 26,1,Beaumaris CC,Mentone,10,0,6,0,,,36,11,Completed,
AA009012,18 Jul 26,1,Maccabi,Carmelite,10,0,6,0,,,36,5,Completed,
AA009014,18 Jul 26,1,Kooyong,Chelsea Heights,2,8,2,4,,,25,33,Completed,
pending-aa009-r1-ormond-bye,18 Jul 26,1,Ormond,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009021,25 Jul 26,2,Chelsea Heights,Beaumaris CC,0,10,0,6,,,9,36,Completed,
AA009022,25 Jul 26,2,Mentone,Maccabi,2,8,2,4,,,19,34,Completed,
AA009023,25 Jul 26,2,Carmelite,Ormond,3,7,3,3,,,21,29,Completed,
pending-aa009-r2-bye-kooyong,25 Jul 26,2,Bye,Kooyong,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009032,1 Aug 26,3,Maccabi,Chelsea Heights,7,3,3,3,,,27,22,Completed,
AA009033,1 Aug 26,3,Ormond,Mentone,10,0,6,0,,,39,20,Completed,
AA009034,1 Aug 26,3,Kooyong,Carmelite,8,2,4,2,,,31,15,Completed,
pending-aa009-r3-beaumaris-cc-bye,1 Aug 26,3,Beaumaris CC,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009041,8 Aug 26,4,Carmelite,Beaumaris CC,0,10,0,6,,,5,36,Completed,
AA009043,8 Aug 26,4,Chelsea Heights,Ormond,10,0,6,0,,,37,14,Completed,
AA009044,8 Aug 26,4,Mentone,Kooyong,2,8,2,4,,,18,28,Completed,
pending-aa009-r4-bye-maccabi,8 Aug 26,4,Bye,Maccabi,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009051,15 Aug 26,5,Ormond,Kooyong,3,7,3,3,,,24,25,Completed,
AA009053,15 Aug 26,5,Carmelite,Mentone,8,2,4,2,,,30,20,Completed,
AA009054,15 Aug 26,5,Beaumaris CC,Maccabi,3,7,3,3,,,29,32,Completed,
pending-aa009-r5-chelsea-heights-bye,15 Aug 26,5,Chelsea Heights,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009061,22 Aug 26,6,Maccabi,Ormond,9,1,4,0,,,29,10,Completed,
AA009062,22 Aug 26,6,Kooyong,Beaumaris CC,2,8,2,4,,,20,28,Completed,
AA009064,22 Aug 26,6,Mentone,Chelsea Heights,2,8,2,4,,,22,29,Completed,
pending-aa009-r6-bye-carmelite,22 Aug 26,6,Bye,Carmelite,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009071,29 Aug 26,7,Beaumaris CC,Ormond,10,0,6,0,,,36,8,Completed,
AA009072,29 Aug 26,7,Maccabi,Kooyong,7,3,3,3,,,28,26,Completed,
AA009073,29 Aug 26,7,Chelsea Heights,Carmelite,9,1,5,1,,,34,16,Completed,
pending-aa009-r7-bye-mentone,29 Aug 26,7,Bye,Mentone,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
AA009081,5 Sep 26,8,Mentone,Beaumaris CC,0,10,0,6,,,12,36,Completed,
pending-aa009-r8-bye-ormond,5 Sep 26,8,Bye,Ormond,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa009-r8-carmelite-maccabi,5 Sep 26,8,Carmelite,Maccabi,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-aa009-r8-chelsea-heights-kooyong,5 Sep 26,8,Chelsea Heights,Kooyong,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
AA009091,12 Sep 26,9,Beaumaris CC,Chelsea Heights,10,0,6,0,,,36,6,Completed,
AA009093,12 Sep 26,9,Ormond,Carmelite,8,2,4,2,,,34,23,Completed,
pending-aa009-r9-kooyong-bye,12 Sep 26,9,Kooyong,Bye,,,,,,,,,Bye,No individual scorecard / no rubbers recorded
pending-aa009-r9-maccabi-mentone,12 Sep 26,9,Maccabi,Mentone,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
