fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergencies,away_emergencies
UA008011,19 Jul 26,1,Mentone,GPHC,No. 1,Arav Nambiar / Phillip Nyamukondiwa,Harry Mansell / Joseph Karalapillai,Arav Nambiar / Phillip Nyamukondiwa,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008011,19 Jul 26,1,Mentone,GPHC,No. 2,Yizhe Ma / Jacob Strelnikov,Thomas Rogers / Oscar Cray,Thomas Rogers / Oscar Cray,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008012,19 Jul 26,1,BLTC,Tennis World,No. 1,Edward Jones / Connor Moir,Carter Apswoude / Luca Colubriale,Edward Jones / Connor Moir,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008012,19 Jul 26,1,BLTC,Tennis World,No. 2,Dieter Van Zyl / Gregory Pogoriller,Lee Dorrington / Ian Shim,Lee Dorrington / Ian Shim,5-7,5,7,0,1,Completed,true,"[false, true]","[false, false]"
UA008013,19 Jul 26,1,Black Rock,Le Page,No. 1,Lily Beckett / Bahya Hamada,Cedric Conway / Jonathan Friedman,Cedric Conway / Jonathan Friedman,4-6,4,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008013,19 Jul 26,1,Black Rock,Le Page,No. 2,Joshua Gilham / Harper Gehrig,Angus Wang / Alex Liang,Joshua Gilham / Harper Gehrig,6-2,6,2,1,0,Completed,true,"[false, false]","[false, true]"
UA008014,19 Jul 26,1,Elsternwick Park,Carmelite,No. 1,Austin Sun / Tristan Linnett,Archie Ingram / Luke Travers,Austin Sun / Tristan Linnett,6-2,6,2,1,0,Completed,true,"[false, false]","[false, true]"
UA008014,19 Jul 26,1,Elsternwick Park,Carmelite,No. 2,James McCallum / Freya Hewitt,Madeleine Wilson / Bryson Walters,James McCallum / Freya Hewitt,7-6,7,6,1,0,Completed,true,"[false, false]","[false, false]"
UA008021,26 Jul 26,2,Carmelite,Mentone,No. 1,Archie Ingram / Madeleine Wilson,Arav Nambiar / Phillip Nyamukondiwa,Arav Nambiar / Phillip Nyamukondiwa,0-6,0,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008021,26 Jul 26,2,Carmelite,Mentone,No. 2,Ethan Brys / Bryson Walters,Yizhe Ma / Jacob Strelnikov,Ethan Brys / Bryson Walters,6-2,6,2,1,0,Completed,true,"[false, false]","[false, false]"
UA008022,26 Jul 26,2,GPHC,BLTC,No. 1,Harry Mansell / Joseph Karalapillai,Edward Jones / Daniel McLean,Edward Jones / Daniel McLean,4-6,4,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008022,26 Jul 26,2,GPHC,BLTC,No. 2,Thomas Rogers / Oscar Cray,Dieter Van Zyl / Connor Moir,Dieter Van Zyl / Connor Moir,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008023,26 Jul 26,2,Tennis World,Black Rock,No. 1,Luca Colubriale / Theodore Cifersons,Evelyn Evdokimov / Lily Beckett,Luca Colubriale / Theodore Cifersons,6-4,6,4,1,0,Completed,true,"[false, true]","[false, false]"
UA008023,26 Jul 26,2,Tennis World,Black Rock,No. 2,Lee Dorrington / Ian Shim,Bahya Hamada / Harper Gehrig,Lee Dorrington / Ian Shim,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008024,26 Jul 26,2,Le Page,Elsternwick Park,No. 1,Cedric Conway / Jonathan Friedman,Austin Sun / Tristan Linnett,Cedric Conway / Jonathan Friedman,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA008024,26 Jul 26,2,Le Page,Elsternwick Park,No. 2,Tome Lazic / Angus Wang,James McCallum / Freya Hewitt,James McCallum / Freya Hewitt,3-6,3,6,0,1,Completed,true,"[false, false]","[false, false]"
UA008031,2 Aug 26,3,Mentone,Le Page,No. 1,Arav Nambiar / Phillip Nyamukondiwa,Cedric Conway / Jonathan Friedman,Arav Nambiar / Phillip Nyamukondiwa,6-2,6,2,1,0,Completed,true,"[false, false]","[false, false]"
