fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergencies,away_emergencies
UA011011,19 Jul 26,1,Dendy Park,GPHC,No. 1,Arthur Wang / Evan Zhou,Henry Campbell / William Carmichael,Arthur Wang / Evan Zhou,6-3,6,3,1,0,Completed,true,"[false, false]","[false, false]"
UA011011,19 Jul 26,1,Dendy Park,GPHC,No. 2,Alan Wang / Estella Helhoudes,Gavin Rutherford / Zach Carmichael,Gavin Rutherford / Zach Carmichael,2-6,2,6,0,1,Completed,true,"[false, true]","[false, false]"
UA011012,19 Jul 26,1,Royal Ave,BLTC,No. 1,Sonny Baker / Sebastian Snell,Tyler Adams / William Du,Sonny Baker / Sebastian Snell,6-1,6,1,1,0,Completed,true,"[false, false]","[false, false]"
UA011012,19 Jul 26,1,Royal Ave,BLTC,No. 2,Lachlan Robertson / Harrison Keil,Jack Peoples / Adin Wertheimer,Lachlan Robertson / Harrison Keil,6-0,6,0,1,0,Completed,true,"[false, false]","[false, false]"
UA011013,19 Jul 26,1,FCTC,Black Rock,No. 1,Oaklee Fang / Harper Thompson,Dan Kleiman / [Unnamed player — TROLS UA011013 away code 3],Oaklee Fang / Harper Thompson,6-0,6,0,1,0,Completed,false,"[false, false]","[false, false]"
UA011013,19 Jul 26,1,FCTC,Black Rock,No. 2,Sam Wallis / Lexi Ryan,Dan Kleiman / Caleb Fisher,Sam Wallis / Lexi Ryan,6-4,6,4,1,0,Completed,true,"[false, false]","[false, false]"
UA011014,19 Jul 26,1,Le Page,Tennis World,No. 1,Leon Sukuan Li / Jacob Pho,Summer Chhay-Lu / Eamon Croke,Leon Sukuan Li / Jacob Pho,6-0,6,0,1,0,Completed,true,"[false, true]","[false, false]"
UA011014,19 Jul 26,1,Le Page,Tennis World,No. 2,Yohan Singh / Ben Watson,Edward Tseitkin / Harvey Zhang,Yohan Singh / Ben Watson,7-5,7,5,1,0,Completed,true,"[false, false]","[false, true]"
UA011021,26 Jul 26,2,Tennis World,Dendy Park,No. 1,Summer Chhay-Lu / Eamon Croke,Arthur Wang / Oliver Qiu,Arthur Wang / Oliver Qiu,1-6,1,6,0,1,Completed,true,"[false, false]","[false, false]"
UA011021,26 Jul 26,2,Tennis World,Dendy Park,No. 2,Fergus Tang / Edward Tseitkin,Alan Wang / Enzo Zhang,Fergus Tang / Edward Tseitkin,6-4,6,4,1,0,Completed,true,"[false, false]","[false, false]"
