fixture_id,date,round,home_team,away_team,home_points,away_points,home_rubbers,away_rubbers,home_sets,away_sets,home_games,away_games,status,notes
UA011011,19 Jul 26,1,Dendy Park,GPHC,2,8,2,4,,,20,29,Completed,
UA011012,19 Jul 26,1,Royal Ave,BLTC,8,2,4,2,,,30,21,Completed,
UA011013,19 Jul 26,1,FCTC,Black Rock,9,1,5,1,,,34,11,Completed,
UA011014,19 Jul 26,1,Le Page,Tennis World,8,2,4,2,,,29,23,Completed,
UA011021,26 Jul 26,2,Tennis World,Dendy Park,2,8,2,4,,,23,30,Completed,
UA011022,26 Jul 26,2,GPHC,Royal Ave,9.5,0.5,5,0,,,31,17,Completed,
UA011023,26 Jul 26,2,BLTC,FCTC,10,0,6,0,,,36,10,Completed,
UA011024,26 Jul 26,2,Black Rock,Le Page,8,2,4,2,,,32,25,Completed,
UA011031,2 Aug 26,3,Dendy Park,Black Rock,9,1,5,1,,,33,12,Completed,
UA011032,2 Aug 26,3,Royal Ave,Tennis World,5,5,3,3,,,25,25,Completed,
UA011033,2 Aug 26,3,FCTC,GPHC,0,10,0,6,,,18,38,Completed,
UA011034,2 Aug 26,3,Le Page,BLTC,2,8,2,4,,,19,31,Completed,
UA011043,9 Aug 26,4,Tennis World,FCTC,8,2,4,2,,,27,19,Completed,
UA011044,9 Aug 26,4,GPHC,Le Page,8,2,4,2,,,29,12,Completed,
pending-ua011-r4-black-rock-royal-ave,9 Aug 26,4,Black Rock,Royal Ave,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
pending-ua011-r4-bltc-dendy-park,9 Aug 26,4,BLTC,Dendy Park,,,,,,,,,Wash Out,No individual scorecard / no rubbers recorded
UA011051,16 Aug 26,5,FCTC,Le Page,2,8,2,4,,,21,29,Completed,
UA011052,16 Aug 26,5,Tennis World,Black Rock,9,1,5,1,,,36,13,Completed,
UA011053,16 Aug 26,5,BLTC,GPHC,9,1,5,1,,,31,19,Completed,
UA011054,16 Aug 26,5,Dendy Park,Royal Ave,3,7,3,3,,,27,29,Completed,
UA011061,23 Aug 26,6,Royal Ave,FCTC,2,8,2,4,,,30,29,Completed,
UA011062,23 Aug 26,6,Le Page,Dendy Park,2,8,2,4,,,23,27,Completed,
UA011063,23 Aug 26,6,Black Rock,BLTC,2,8,2,4,,,26,37,Completed,
UA011064,23 Aug 26,6,GPHC,Tennis World,7,3,3,3,,,29,24,Completed,
UA011071,30 Aug 26,7,Dendy Park,FCTC,8,2,4,2,,,32,24,Completed,
UA011072,30 Aug 26,7,Royal Ave,Le Page,2,8,2,4,,,17,27,Completed,
UA011073,30 Aug 26,7,Tennis World,BLTC,3,7,3,3,,,24,31,Completed,
UA011074,30 Aug 26,7,Black Rock,GPHC,0,10,0,6,,,18,37,Completed,
UA011081,6 Sep 26,8,GPHC,Dendy Park,10,0,6,0,,,36,11,Completed,
UA011082,6 Sep 26,8,BLTC,Royal Ave,8,2,4,2,,,27,21,Completed,
UA011083,6 Sep 26,8,Black Rock,FCTC,2,8,2,4,,,25,33,Completed,
UA011084,6 Sep 26,8,Tennis World,Le Page,2,7,2,3,,,20,32,Completed,
UA011091,13 Sep 26,9,Dendy Park,Tennis World,1,9,1,5,,,23,33,Completed,
UA011092,13 Sep 26,9,Royal Ave,GPHC,5,5,3,3,,,23,23,Completed,
UA011093,13 Sep 26,9,FCTC,BLTC,1,9,1,5,,,19,35,Completed,
UA011094,13 Sep 26,9,Le Page,Black Rock,7,3,3,3,,,27,26,Completed,
