fixture_id,date,round,home_team,away_team,position,home_pair,away_pair,winning_pair,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergencies,away_emergencies
AA002011,18 Jul 26,1,Glen Huntly,Clarinda,No. 1,Amir Egre / Isaac Egre,Ashton Lindt / Jayden Heman-Lindt,Amir Egre / Isaac Egre,8-3,8,3,1,0,Completed,true,"[false, false]","[false, false]"
AA002012,18 Jul 26,1,BLTC,Port Melbourne,No. 1,Mateo Quintana / Edward Jones,Cameron Gordon / Max Lai,Cameron Gordon / Max Lai,6-8,6,8,0,1,Completed,true,"[false, false]","[false, false]"
AA002013,18 Jul 26,1,Ormond White 8.00,Ormond Blue,No. 1,Jack Wiesner / Johan Bode,Mathew Li / Adele Naujalyte,Mathew Li / Adele Naujalyte,4-8,4,8,0,1,Completed,true,"[false, false]","[false, false]"
AA002021,25 Jul 26,2,Royal Ave,Glen Huntly,No. 1,Sonny Baker / Nick Corbett,Amir Egre / Raghav Chandrasekaran,Amir Egre / Raghav Chandrasekaran,3-8,3,8,0,1,Completed,true,"[false, false]","[false, false]"
AA002022,25 Jul 26,2,Clarinda,BLTC,No. 1,Ashton Lindt / Jayden Heman-Lindt,Mateo Quintana / Dieter Van Zyl,Ashton Lindt / Jayden Heman-Lindt,8-2,8,2,1,0,Completed,true,"[false, false]","[false, false]"
AA002023,25 Jul 26,2,Port Melbourne,Ormond White 8.00,No. 1,Aariv Singh / Max Lai,Jack Wiesner / Johan Bode,Aariv Singh / Max Lai,8-3,8,3,1,0,Completed,true,"[false, false]","[false, false]"
AA002031,1 Aug 26,3,Glen Huntly,Ormond Blue,No. 1,Amir Egre / Raghav Chandrasekaran,Mathew Li / Adele Naujalyte,Amir Egre / Raghav Chandrasekaran,8-6,8,6,1,0,Completed,true,"[false, false]","[false, false]"
AA002032,1 Aug 26,3,BLTC,Royal Ave,No. 1,Edward Jones / Dieter Van Zyl,Sonny Baker / Noah Bradley,Edward Jones / Dieter Van Zyl,8-6,8,6,1,0,Completed,true,"[false, false]","[false, false]"
AA002033,1 Aug 26,3,Ormond White 8.00,Clarinda,No. 1,Jack Wiesner / Johan Bode,Ashton Lindt / Jayden Heman-Lindt,Ashton Lindt / Jayden Heman-Lindt,7-9,7,9,0,1,Completed,true,"[false, false]","[false, false]"
AA002041,8 Aug 26,4,Port Melbourne,Glen Huntly,No. 1,Cameron Gordon / Aariv Singh,Amir Egre / Isaac Egre,Cameron Gordon / Aariv Singh,8-4,8,4,1,0,Completed,true,"[false, false]","[false, false]"
AA002042,8 Aug 26,4,Ormond Blue,BLTC,No. 1,Mathew Li / Adele Naujalyte,Luca Harris / Dieter Van Zyl,Mathew Li / Adele Naujalyte,8-4,8,4,1,0,Completed,true,"[false, false]","[true, false]"
AA002043,8 Aug 26,4,Royal Ave,Ormond White 8.00,No. 1,Nick Corbett / Noah Bradley,Jack Wiesner / Johan Bode,Jack Wiesner / Johan Bode,2-8,2,8,0,1,Completed,true,"[false, false]","[false, false]"
AA002052,15 Aug 26,5,Royal Ave,Ormond Blue,No. 1,Angus Duff / Noah Bradley,Mathew Li / Adele Naujalyte,Mathew Li / Adele Naujalyte,2-8,2,8,0,1,Completed,true,"[true, false]","[false, false]"
