fixture_id,date,round,home_team,away_team,position,home_player,away_player,winning_player,score,home_games,away_games,home_sets,away_sets,status,valid_for_rating,home_emergency,away_emergency
UA027012,19 Jul 26,1,Kings Park,Royal South Yarra,No. 1,Nikhil Parvathareddi,Andreas Skoullos,Nikhil Parvathareddi,6-3,6,3,1,0,Completed,true,false,true
UA027012,19 Jul 26,1,Kings Park,Royal South Yarra,No. 2,Alex Kealy,Mary Fiddes,Alex Kealy,6-5,6,5,1,0,Completed,true,false,false
UA027012,19 Jul 26,1,Kings Park,Royal South Yarra,No. 3,Nihal Parvathareddi,Lucy Miller,Lucy Miller,4-6,4,6,0,1,Completed,true,false,false
UA027012,19 Jul 26,1,Kings Park,Royal South Yarra,No. 4,Logan Travers,Sibella Groom,Logan Travers,6-4,6,4,1,0,Completed,true,false,false
UA027013,19 Jul 26,1,Mentone,Coatesville,No. 1,Xavier Ziola,Nathaniel Vallejos,Xavier Ziola,6-0,6,0,1,0,Completed,true,false,false
UA027013,19 Jul 26,1,Mentone,Coatesville,No. 2,Darcy Lawes,James McConchie,Darcy Lawes,6-1,6,1,1,0,Completed,true,false,false
UA027013,19 Jul 26,1,Mentone,Coatesville,No. 3,Sean Edwards,Luke Di Ciero,Sean Edwards,6-4,6,4,1,0,Completed,true,false,false
UA027013,19 Jul 26,1,Mentone,Coatesville,No. 4,Erik Wei,Reuben Sandhu,Reuben Sandhu,4-6,4,6,0,1,Completed,true,false,false
UA027014,19 Jul 26,1,St Joan of Arc,BLTC,No. 1,Isla Hamill,Shirley Zheng,Shirley Zheng,5-6,5,6,0,1,Completed,true,false,false
UA027014,19 Jul 26,1,St Joan of Arc,BLTC,No. 2,Eva Biggins,Siqi Julia Wang,Eva Biggins,6-2,6,2,1,0,Completed,true,false,false
UA027014,19 Jul 26,1,St Joan of Arc,BLTC,No. 3,Poppy Considine,[Unnamed player — TROLS UA027014 away code 3],Poppy Considine,6-0,6,0,1,0,Completed,false,false,false
UA027014,19 Jul 26,1,St Joan of Arc,BLTC,No. 4,Lily McInerney,[Unnamed player — TROLS UA027014 away code 4],Lily McInerney,6-1,6,1,1,0,Completed,false,false,false
UA027022,26 Jul 26,2,Lauriston,Kings Park,No. 1,Marcus Kwan,Nikhil Parvathareddi,Nikhil Parvathareddi,3-6,3,6,0,1,Completed,true,false,false
UA027022,26 Jul 26,2,Lauriston,Kings Park,No. 2,Harvey Prosser,Jia Tchim,Jia Tchim,0-6,0,6,0,1,Completed,true,false,false
UA027022,26 Jul 26,2,Lauriston,Kings Park,No. 3,Shambhavi Ohja,Nihal Parvathareddi,Shambhavi Ohja,6-2,6,2,1,0,Completed,true,false,false
UA027022,26 Jul 26,2,Lauriston,Kings Park,No. 4,Sienna Toohey,Anthony Yang,Anthony Yang,4-6,4,6,0,1,Completed,true,false,false
UA027024,26 Jul 26,2,Coatesville,St Joan of Arc,No. 1,Nathaniel Vallejos,Jamie Biggins,Jamie Biggins,1-6,1,6,0,1,Completed,true,false,true
UA027024,26 Jul 26,2,Coatesville,St Joan of Arc,No. 2,James McConchie,Isla Hamill,Isla Hamill,3-6,3,6,0,1,Completed,true,false,false
UA027024,26 Jul 26,2,Coatesville,St Joan of Arc,No. 3,Jivraj Oberoi,Eva Biggins,Eva Biggins,1-6,1,6,0,1,Completed,true,false,false
UA027024,26 Jul 26,2,Coatesville,St Joan of Arc,No. 4,[Unnamed player — TROLS UA027024 home code 4],Poppy Considine,Poppy Considine,0-6,0,6,0,1,Completed,false,false,false
UA027032,2 Aug 26,3,Kings Park,BLTC,No. 1,Nikhil Parvathareddi,Siqi Julia Wang,Nikhil Parvathareddi,6-1,6,1,1,0,Completed,true,false,false
UA027032,2 Aug 26,3,Kings Park,BLTC,No. 2,Alex Kealy,Chloe Gong,Alex Kealy,6-5,6,5,1,0,Completed,true,false,false
UA027032,2 Aug 26,3,Kings Park,BLTC,No. 3,Jia Tchim,Shirley Zheng,Jia Tchim,6-3,6,3,1,0,Completed,true,false,false
UA027032,2 Aug 26,3,Kings Park,BLTC,No. 4,Nihal Parvathareddi,Julia Kilma,Julia Kilma,3-6,3,6,0,1,Completed,true,false,false
UA027033,2 Aug 26,3,Mentone,Lauriston,No. 1,Xavier Ziola,Marcus Kwan,Xavier Ziola,6-3,6,3,1,0,Completed,true,false,false
UA027033,2 Aug 26,3,Mentone,Lauriston,No. 2,Darcy Lawes,Harvey Prosser,Darcy Lawes,6-1,6,1,1,0,Completed,true,false,false
UA027033,2 Aug 26,3,Mentone,Lauriston,No. 3,Erik Wei,Sienna Toohey,Sienna Toohey,1-6,1,6,0,1,Completed,true,false,false
UA027033,2 Aug 26,3,Mentone,Lauriston,No. 4,Jaxon Sacris,[Unnamed player — TROLS UA027033 away code 4],Jaxon Sacris,6-0,6,0,1,0,Completed,false,false,false
UA027034,2 Aug 26,3,St Joan of Arc,Royal South Yarra,No. 1,Isla Hamill,Wilfred Elliot,Isla Hamill,6-3,6,3,1,0,Completed,true,false,true
UA027034,2 Aug 26,3,St Joan of Arc,Royal South Yarra,No. 2,Eva Biggins,Mary Fiddes,Eva Biggins,6-0,6,0,1,0,Completed,true,false,false
UA027034,2 Aug 26,3,St Joan of Arc,Royal South Yarra,No. 3,Olivia Allsop,Lucy Miller,Lucy Miller,2-6,2,6,0,1,Completed,true,true,false
UA027034,2 Aug 26,3,St Joan of Arc,Royal South Yarra,No. 4,Viv Bartley,Sibella Groom,Viv Bartley,6-2,6,2,1,0,Completed,true,true,false
UA027042,9 Aug 26,4,Coatesville,Kings Park,No. 1,Nathaniel Vallejos,Nikhil Parvathareddi,Nikhil Parvathareddi,3-6,3,6,0,1,Completed,true,false,false
UA027042,9 Aug 26,4,Coatesville,Kings Park,No. 2,Reuben Sandhu,Alex Kealy,Alex Kealy,3-6,3,6,0,1,Completed,true,false,false
UA027042,9 Aug 26,4,Coatesville,Kings Park,No. 3,James McConchie,Logan Travers,Logan Travers,4-6,4,6,0,1,Completed,true,false,false
UA027042,9 Aug 26,4,Coatesville,Kings Park,No. 4,[Unnamed player — TROLS UA027042 home code 4],Anthony Yang,Anthony Yang,0-6,0,6,0,1,Completed,false,false,false
UA027044,9 Aug 26,4,Lauriston,St Joan of Arc,No. 1,Marcus Kwan,Isla Hamill,Isla Hamill,2-6,2,6,0,1,Completed,true,false,false
UA027044,9 Aug 26,4,Lauriston,St Joan of Arc,No. 2,Harvey Prosser,Eva Biggins,Eva Biggins,2-6,2,6,0,1,Completed,true,false,false
UA027044,9 Aug 26,4,Lauriston,St Joan of Arc,No. 3,Sienna Toohey,Poppy Considine,Sienna Toohey,6-2,6,2,1,0,Completed,true,false,false
UA027044,9 Aug 26,4,Lauriston,St Joan of Arc,No. 4,Annabelle Physick,Olivia Allsop,Olivia Allsop,5-6,5,6,0,1,Completed,true,true,true
UA027051,16 Aug 26,5,Mentone,St Joan of Arc,No. 1,Darcy Lawes,Xavier Williams,Xavier Williams,3-6,3,6,0,1,Completed,true,false,true
UA027051,16 Aug 26,5,Mentone,St Joan of Arc,No. 2,Sean Edwards,Yuvien Iddamagloda,Yuvien Iddamagloda,0-6,0,6,0,1,Completed,true,false,true
UA027051,16 Aug 26,5,Mentone,St Joan of Arc,No. 3,Erik Wei,Poppy Considine,Poppy Considine,3-6,3,6,0,1,Completed,true,false,false
UA027051,16 Aug 26,5,Mentone,St Joan of Arc,No. 4,Jaxon Sacris,James Verwey,James Verwey,1-6,1,6,0,1,Completed,true,false,true
UA027052,16 Aug 26,5,BLTC,Coatesville,No. 1,Shirley Zheng,Nathaniel Vallejos,Shirley Zheng,6-5,6,5,1,0,Completed,true,false,false
UA027052,16 Aug 26,5,BLTC,Coatesville,No. 2,Julia Kilma,Reuben Sandhu,Reuben Sandhu,5-6,5,6,0,1,Completed,true,false,false
UA027052,16 Aug 26,5,BLTC,Coatesville,No. 3,Siqi Julia Wang,Luke Di Ciero,Luke Di Ciero,0-6,0,6,0,1,Completed,true,false,false
UA027052,16 Aug 26,5,BLTC,Coatesville,No. 4,William Curtin,James McConchie,William Curtin,6-1,6,1,1,0,Completed,true,false,false
UA027053,16 Aug 26,5,Royal South Yarra,Lauriston,No. 1,Archie Fransella,Sienna Toohey,Archie Fransella,6-1,6,1,1,0,Completed,true,false,false
UA027053,16 Aug 26,5,Royal South Yarra,Lauriston,No. 2,Charlie Nettle,Harvey Prosser,Charlie Nettle,6-2,6,2,1,0,Completed,true,false,false
UA027053,16 Aug 26,5,Royal South Yarra,Lauriston,No. 3,Sibella Groom,Shambhavi Ohja,Shambhavi Ohja,0-6,0,6,0,1,Completed,true,false,false
UA027053,16 Aug 26,5,Royal South Yarra,Lauriston,No. 4,Maggie McDonald,[Unnamed player — TROLS UA027053 away code 4],Maggie McDonald,6-0,6,0,1,0,Completed,false,true,false
UA027061,23 Aug 26,6,Kings Park,Mentone,No. 1,Alex Kealy,Xavier Ziola,Xavier Ziola,4-6,4,6,0,1,Completed,true,false,false
UA027061,23 Aug 26,6,Kings Park,Mentone,No. 2,Jia Tchim,Sean Edwards,Sean Edwards,5-6,5,6,0,1,Completed,true,false,false
UA027061,23 Aug 26,6,Kings Park,Mentone,No. 3,Logan Travers,Erik Wei,Logan Travers,6-3,6,3,1,0,Completed,true,false,false
UA027061,23 Aug 26,6,Kings Park,Mentone,No. 4,Anthony Yang,Jaxon Sacris,Anthony Yang,6-4,6,4,1,0,Completed,true,false,false
